city,state,locality,property_type,total_sqft,bhk,bath,balcony,floor,age_years,furnishing,facing,price,price_per_sqft
Chennai,Tamil Nadu,Pallavaram,Apartment,1800,3,4,2,20,0,Semi-Furnished,North-East,144.69,7325.0
Chennai,Tamil Nadu,Kolathur,Apartment,1800,3,3,2,14,2,Unfurnished,North-East,173.32,9932.0
Chennai,Tamil Nadu,Perungudi,Builder Floor,3000,5,6,2,22,5,Unfurnished,North,199.86,6641.0
Chennai,Tamil Nadu,Anna Nagar,Apartment,1050,2,2,2,23,0,Semi-Furnished,North,66.0,5536.0
Chennai,Tamil Nadu,Nungambakkam,Villa,2950,3,3,1,4,2,Unfurnished,North-West,269.88,9273.0
Chennai,Tamil Nadu,Velachery,Apartment,1300,2,2,2,13,2,Semi-Furnished,East,98.84,7196.0
Chennai,Tamil Nadu,Kolathur,Apartment,1100,2,2,2,10,10,Unfurnished,East,76.61,7899.0
Chennai,Tamil Nadu,Ambattur,Apartment,2150,4,4,2,0,1,Semi-Furnished,East,149.85,6089.0
Chennai,Tamil Nadu,Pallavaram,Villa,2950,4,4,0,6,0,Unfurnished,South,237.73,8456.0
Chennai,Tamil Nadu,Chromepet,Apartment,1250,2,2,2,12,10,Fully Furnished,North,102.15,8283.0
Chennai,Tamil Nadu,Sholinganallur,Builder Floor,2150,4,4,2,0,20,Semi-Furnished,East,128.42,7962.0
Chennai,Tamil Nadu,T Nagar,Apartment,2400,4,5,1,2,5,Semi-Furnished,North-East,144.25,5796.0
Chennai,Tamil Nadu,Pallavaram,Apartment,2350,4,4,1,16,1,Fully Furnished,North,211.98,7174.0
Chennai,Tamil Nadu,Sholinganallur,Independent House,1700,3,4,2,23,2,Semi-Furnished,North-East,140.56,7557.0
Chennai,Tamil Nadu,Perungudi,Independent House,2850,5,5,1,16,5,Semi-Furnished,East,168.06,5518.0
Chennai,Tamil Nadu,Chromepet,Villa,5000,4,4,2,5,15,Unfurnished,East,260.64,6780.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,2850,5,5,1,20,1,Semi-Furnished,West,225.97,7124.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,2800,5,6,1,2,0,Semi-Furnished,East,208.8,6477.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,2250,4,4,1,9,10,Fully Furnished,East,186.72,7986.0
Chennai,Tamil Nadu,Porur,Studio,300,1,1,2,18,2,Unfurnished,South,17.27,5887.0
Chennai,Tamil Nadu,OMR,Apartment,1250,2,2,0,17,0,Unfurnished,South,110.96,8212.0
Chennai,Tamil Nadu,Ambattur,Apartment,2050,4,4,1,8,0,Semi-Furnished,West,123.97,5334.0
Chennai,Tamil Nadu,Tambaram,Apartment,2750,5,5,1,9,5,Semi-Furnished,South,172.34,6296.0
Chennai,Tamil Nadu,T Nagar,Apartment,1750,3,3,1,9,5,Unfurnished,North,96.09,5357.0
Chennai,Tamil Nadu,Perungudi,Apartment,2750,5,6,1,0,0,Semi-Furnished,South,211.49,7122.0
Chennai,Tamil Nadu,Kolathur,Villa,3550,5,5,1,3,5,Unfurnished,East,189.09,5939.0
Chennai,Tamil Nadu,Tambaram,Villa,3150,4,4,1,7,1,Fully Furnished,West,236.23,6419.0
Chennai,Tamil Nadu,Tambaram,Apartment,2200,4,5,2,21,0,Semi-Furnished,East,108.27,4091.0
Chennai,Tamil Nadu,T Nagar,Villa,4500,4,5,1,21,0,Unfurnished,North-West,351.64,7260.0
Chennai,Tamil Nadu,Pallavaram,Villa,3750,3,3,0,5,5,Semi-Furnished,North-East,333.77,8768.0
Chennai,Tamil Nadu,Kolathur,Apartment,1900,3,3,1,20,15,Fully Furnished,North-East,98.47,5372.0
Chennai,Tamil Nadu,Ambattur,Apartment,2000,4,5,1,1,15,Semi-Furnished,East,65.88,4000.0
Chennai,Tamil Nadu,Kolathur,Independent House,2400,4,4,2,21,20,Semi-Furnished,East,130.37,6246.0
Chennai,Tamil Nadu,Kolathur,Apartment,1650,3,4,1,5,0,Fully Furnished,West,185.99,9364.0
Chennai,Tamil Nadu,Ambattur,Apartment,2150,4,5,2,12,10,Unfurnished,East,89.54,4654.0
Chennai,Tamil Nadu,Nungambakkam,Builder Floor,1850,3,3,2,13,0,Semi-Furnished,North-West,164.88,8470.0
Chennai,Tamil Nadu,Porur,Apartment,3050,6,6,2,2,2,Semi-Furnished,East,230.74,7077.0
Chennai,Tamil Nadu,Ambattur,Apartment,3500,6,6,0,23,15,Fully Furnished,North,199.84,5804.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,2200,4,4,1,1,1,Semi-Furnished,South,188.69,7836.0
Chennai,Tamil Nadu,Perungudi,Apartment,1300,2,2,1,7,15,Semi-Furnished,South,77.51,6628.0
Chennai,Tamil Nadu,Velachery,Independent House,2700,5,5,2,22,1,Semi-Furnished,South,276.03,8607.0
Chennai,Tamil Nadu,OMR,Apartment,2450,4,5,1,4,2,Semi-Furnished,South,161.9,6399.0
Chennai,Tamil Nadu,Nungambakkam,Villa,4250,4,4,2,11,0,Semi-Furnished,North,377.08,7917.0
Chennai,Tamil Nadu,T Nagar,Independent House,4500,6,6,1,14,0,Fully Furnished,East,363.17,6481.0
Chennai,Tamil Nadu,Pallavaram,Apartment,2300,4,4,2,16,0,Semi-Furnished,West,212.78,8034.0
Chennai,Tamil Nadu,Ambattur,Apartment,2100,4,5,0,20,0,Unfurnished,North-East,106.83,4756.0
Chennai,Tamil Nadu,Perungudi,Villa,2300,5,5,0,17,0,Unfurnished,North,186.9,7465.0
Chennai,Tamil Nadu,Adyar,Independent House,2450,4,5,3,14,0,Semi-Furnished,South,154.98,5708.0
Chennai,Tamil Nadu,Sholinganallur,Builder Floor,1450,3,3,1,8,2,Semi-Furnished,North-West,116.89,7401.0
Chennai,Tamil Nadu,Nungambakkam,Independent House,3250,6,6,1,18,10,Unfurnished,South,283.63,9459.0
Chennai,Tamil Nadu,Perungudi,Apartment,1150,2,3,1,20,5,Unfurnished,North,90.53,8227.0
Chennai,Tamil Nadu,Adyar,Studio,600,1,1,2,9,15,Semi-Furnished,North-East,39.96,7660.0
Chennai,Tamil Nadu,Chromepet,Apartment,2400,4,4,0,17,5,Unfurnished,South,161.66,7647.0
Chennai,Tamil Nadu,Adyar,Apartment,2000,4,5,1,6,2,Unfurnished,North,110.85,5501.0
Chennai,Tamil Nadu,Pallavaram,Apartment,2850,5,5,1,10,1,Semi-Furnished,North-East,226.91,6961.0
Chennai,Tamil Nadu,Ambattur,Independent House,3450,6,6,1,11,0,Fully Furnished,West,315.37,7576.0
Chennai,Tamil Nadu,OMR,Apartment,2300,4,4,2,13,15,Fully Furnished,East,178.22,7908.0
Chennai,Tamil Nadu,Anna Nagar,Apartment,3500,6,6,2,23,1,Semi-Furnished,South,270.16,7136.0
Chennai,Tamil Nadu,Velachery,Apartment,2800,5,6,3,3,1,Semi-Furnished,West,197.19,6739.0
Chennai,Tamil Nadu,Porur,Independent House,3750,6,7,2,24,5,Fully Furnished,South,339.64,8039.0
Chennai,Tamil Nadu,Kolathur,Apartment,1550,3,3,1,17,0,Semi-Furnished,East,118.49,6976.0
Chennai,Tamil Nadu,Anna Nagar,Apartment,2500,5,5,2,1,2,Semi-Furnished,East,208.48,7547.0
Chennai,Tamil Nadu,Perungudi,Villa,3050,3,4,2,5,0,Unfurnished,East,156.56,5109.0
Chennai,Tamil Nadu,Pallavaram,Independent House,3900,6,7,3,18,2,Fully Furnished,West,376.72,7676.0
Chennai,Tamil Nadu,Porur,Independent House,1450,3,4,1,16,1,Unfurnished,East,95.18,6343.0
Chennai,Tamil Nadu,Sholinganallur,Independent House,4500,6,6,2,18,1,Unfurnished,East,395.26,8085.0
Chennai,Tamil Nadu,Adyar,Apartment,1600,3,3,2,6,15,Semi-Furnished,North,96.93,7211.0
Chennai,Tamil Nadu,Kolathur,Villa,5650,4,4,2,21,5,Unfurnished,North,488.53,9000.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,950,2,2,1,14,2,Fully Furnished,North-East,114.52,9309.0
Chennai,Tamil Nadu,Perungudi,Apartment,1400,3,3,1,19,0,Semi-Furnished,West,77.84,4723.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,2550,5,6,1,7,1,Semi-Furnished,North-East,277.63,9687.0
Chennai,Tamil Nadu,Velachery,Independent House,2350,4,5,1,5,15,Fully Furnished,South,131.47,6002.0
Chennai,Tamil Nadu,Ambattur,Independent House,3650,6,6,3,17,1,Unfurnished,East,215.77,6054.0
Chennai,Tamil Nadu,Adyar,Apartment,1900,3,3,2,7,15,Semi-Furnished,North-West,94.16,6034.0
Chennai,Tamil Nadu,Chromepet,Builder Floor,1550,3,4,1,1,10,Unfurnished,East,105.75,7953.0
Chennai,Tamil Nadu,Tambaram,Independent House,4000,6,7,3,4,15,Unfurnished,North-East,227.12,7624.0
Chennai,Tamil Nadu,OMR,Builder Floor,1600,3,3,1,1,1,Unfurnished,North,118.98,7287.0
Chennai,Tamil Nadu,Tambaram,Apartment,1600,3,3,1,7,2,Semi-Furnished,East,133.49,7592.0
Chennai,Tamil Nadu,Adyar,Builder Floor,2650,5,5,1,12,10,Unfurnished,East,158.7,6842.0
Chennai,Tamil Nadu,OMR,Villa,4500,3,3,2,15,0,Unfurnished,North,380.3,8162.0
Chennai,Tamil Nadu,Porur,Independent House,3050,6,6,1,22,10,Unfurnished,West,136.55,4596.0
Chennai,Tamil Nadu,Tambaram,Apartment,1900,3,3,1,7,10,Unfurnished,South,113.7,6877.0
Chennai,Tamil Nadu,Anna Nagar,Villa,3650,4,4,0,2,2,Unfurnished,West,211.7,6059.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,1850,3,4,2,1,2,Semi-Furnished,North-East,128.57,6933.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1400,3,3,1,5,10,Unfurnished,North,86.88,7312.0
Chennai,Tamil Nadu,Velachery,Studio,450,1,1,3,11,2,Semi-Furnished,North-West,26.9,5683.0
Chennai,Tamil Nadu,T Nagar,Studio,350,1,2,2,18,0,Fully Furnished,South,31.68,7257.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,2000,4,4,3,17,1,Fully Furnished,North,239.79,10181.0
Chennai,Tamil Nadu,Tambaram,Apartment,2350,4,4,2,10,5,Unfurnished,North,170.31,7597.0
Chennai,Tamil Nadu,Perungudi,Apartment,1400,3,3,3,18,10,Fully Furnished,East,87.86,5969.0
Chennai,Tamil Nadu,Perungudi,Apartment,2550,5,5,2,2,0,Unfurnished,South,131.37,5148.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,2950,5,5,2,1,1,Fully Furnished,West,258.07,7446.0
Chennai,Tamil Nadu,Sholinganallur,Independent House,3000,5,5,2,13,0,Unfurnished,North-East,201.6,6416.0
Chennai,Tamil Nadu,Velachery,Apartment,1400,3,3,1,15,1,Semi-Furnished,North,108.98,6876.0
Chennai,Tamil Nadu,Ambattur,Studio,450,1,1,2,22,10,Unfurnished,North-East,18.42,4810.0
Chennai,Tamil Nadu,Anna Nagar,Villa,3500,5,5,3,21,2,Semi-Furnished,East,201.15,5598.0
Chennai,Tamil Nadu,Pallavaram,Independent House,1350,2,3,0,24,2,Semi-Furnished,West,124.64,8703.0
Chennai,Tamil Nadu,Sholinganallur,Builder Floor,1550,3,3,1,23,20,Semi-Furnished,West,100.13,8008.0
Chennai,Tamil Nadu,Chromepet,Apartment,1700,3,3,1,5,0,Semi-Furnished,West,147.41,7235.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,1300,2,2,2,24,5,Unfurnished,East,93.89,7458.0
Chennai,Tamil Nadu,Perungudi,Apartment,2250,4,4,1,6,2,Fully Furnished,South,141.82,5707.0
Chennai,Tamil Nadu,Kolathur,Apartment,2700,5,5,2,6,5,Unfurnished,North,202.4,8142.0
Chennai,Tamil Nadu,Velachery,Apartment,1850,3,4,1,7,2,Unfurnished,West,116.29,5772.0
Chennai,Tamil Nadu,Porur,Independent House,4450,6,6,2,4,5,Semi-Furnished,North-East,218.31,4922.0
Chennai,Tamil Nadu,Perungudi,Independent House,1600,3,3,1,24,1,Semi-Furnished,West,80.36,4581.0
Chennai,Tamil Nadu,Sholinganallur,Builder Floor,1900,3,4,1,17,5,Semi-Furnished,North-East,165.45,8444.0
Chennai,Tamil Nadu,OMR,Apartment,2200,4,5,1,0,0,Unfurnished,South,138.26,6726.0
Chennai,Tamil Nadu,Porur,Builder Floor,2000,4,4,3,3,0,Semi-Furnished,South,136.9,6704.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1850,3,3,1,7,0,Semi-Furnished,North,136.2,6676.0
Chennai,Tamil Nadu,Kolathur,Apartment,1250,2,2,1,16,5,Semi-Furnished,West,104.77,8078.0
Chennai,Tamil Nadu,OMR,Apartment,2400,4,4,1,0,5,Unfurnished,West,174.16,8160.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1750,3,4,3,23,2,Unfurnished,West,156.02,9000.0
Chennai,Tamil Nadu,Porur,Apartment,1950,4,4,0,3,1,Unfurnished,North-East,100.95,5246.0
Chennai,Tamil Nadu,Chromepet,Builder Floor,1550,3,3,2,13,1,Fully Furnished,North,130.93,7310.0
Chennai,Tamil Nadu,Tambaram,Apartment,1450,3,3,1,10,5,Unfurnished,North-East,97.82,7655.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1900,3,3,1,15,0,Fully Furnished,North,146.08,6286.0
Chennai,Tamil Nadu,Pallavaram,Builder Floor,1650,3,4,1,3,2,Fully Furnished,South,165.81,8537.0
Chennai,Tamil Nadu,OMR,Apartment,2250,4,4,1,11,10,Fully Furnished,East,190.59,8107.0
Chennai,Tamil Nadu,Tambaram,Apartment,2850,5,5,0,12,15,Fully Furnished,North-East,155.44,5520.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,1950,4,4,1,24,0,Unfurnished,West,186.48,9164.0
Chennai,Tamil Nadu,OMR,Apartment,1750,3,4,1,2,15,Unfurnished,East,118.14,8775.0
Chennai,Tamil Nadu,Kolathur,Apartment,1300,2,2,1,10,0,Semi-Furnished,West,98.6,7106.0
Chennai,Tamil Nadu,Chromepet,Builder Floor,1800,3,3,1,13,0,Fully Furnished,East,138.34,6061.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,1250,2,2,3,13,5,Semi-Furnished,East,84.27,6344.0
Chennai,Tamil Nadu,Chromepet,Independent House,1500,3,3,1,4,15,Unfurnished,North,82.13,6862.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,2150,4,4,2,6,10,Semi-Furnished,East,173.31,7844.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,1450,3,3,1,2,0,Semi-Furnished,North-East,124.26,8074.0
Chennai,Tamil Nadu,Sholinganallur,Independent House,2650,5,5,1,1,0,Unfurnished,West,237.89,8649.0
Chennai,Tamil Nadu,Kolathur,Villa,2450,4,4,3,3,2,Fully Furnished,North,187.35,6776.0
Chennai,Tamil Nadu,Tambaram,Villa,3100,4,5,1,21,0,Semi-Furnished,West,351.11,9993.0
Chennai,Tamil Nadu,Velachery,Independent House,1850,3,4,2,3,0,Unfurnished,North,125.86,6558.0
Chennai,Tamil Nadu,T Nagar,Apartment,1550,3,3,1,14,5,Semi-Furnished,East,96.9,5468.0
Chennai,Tamil Nadu,Porur,Villa,4700,5,5,1,1,0,Semi-Furnished,East,390.77,7464.0
Chennai,Tamil Nadu,Ambattur,Independent House,2350,4,4,3,5,0,Unfurnished,West,135.63,5670.0
Chennai,Tamil Nadu,Porur,Apartment,2650,5,6,0,5,5,Unfurnished,West,149.02,6426.0
Chennai,Tamil Nadu,Velachery,Independent House,1650,3,3,2,20,10,Unfurnished,East,106.03,7438.0
Chennai,Tamil Nadu,T Nagar,Independent House,1950,4,4,1,12,5,Unfurnished,West,112.8,5847.0
Chennai,Tamil Nadu,Velachery,Apartment,1500,3,3,2,4,1,Semi-Furnished,East,92.43,5480.0
Chennai,Tamil Nadu,Sholinganallur,Villa,2800,5,5,1,1,1,Unfurnished,South,230.57,8747.0
Chennai,Tamil Nadu,Porur,Apartment,2300,4,5,1,23,0,Unfurnished,North,127.6,5134.0
Chennai,Tamil Nadu,Chromepet,Apartment,1950,4,4,1,9,10,Fully Furnished,North-East,145.46,7431.0
Chennai,Tamil Nadu,Kolathur,Apartment,2500,5,5,1,17,5,Semi-Furnished,North-West,192.73,7331.0
Chennai,Tamil Nadu,Ambattur,Apartment,1900,3,3,2,4,2,Semi-Furnished,North-West,85.44,4125.0
Chennai,Tamil Nadu,OMR,Apartment,1600,3,3,1,16,0,Semi-Furnished,North,113.12,6601.0
Chennai,Tamil Nadu,Perungudi,Apartment,1500,3,3,1,15,0,Semi-Furnished,East,122.58,7358.0
Chennai,Tamil Nadu,T Nagar,Independent House,3600,6,6,1,3,1,Unfurnished,East,212.43,6059.0
Chennai,Tamil Nadu,Perungudi,Apartment,3500,6,6,0,8,2,Unfurnished,East,222.61,5973.0
Chennai,Tamil Nadu,Perungudi,Apartment,2550,5,5,1,7,2,Unfurnished,East,128.89,5086.0
Chennai,Tamil Nadu,Kolathur,Apartment,2750,5,6,1,4,0,Semi-Furnished,North,214.27,7050.0
Chennai,Tamil Nadu,T Nagar,Apartment,1850,3,4,2,24,0,Semi-Furnished,North-West,140.21,6492.0
Chennai,Tamil Nadu,Sholinganallur,Apartment,1650,3,3,2,0,1,Unfurnished,North-East,109.54,6598.0
Chennai,Tamil Nadu,Tambaram,Villa,2400,3,3,0,0,2,Semi-Furnished,West,171.29,6449.0
Chennai,Tamil Nadu,Perungudi,Independent House,2550,5,5,1,11,10,Unfurnished,East,178.66,8003.0
Chennai,Tamil Nadu,Chromepet,Apartment,1850,3,4,1,6,1,Unfurnished,North,132.22,6891.0
Chennai,Tamil Nadu,Chromepet,Independent House,2450,4,4,3,0,10,Semi-Furnished,North,119.69,4972.0
Chennai,Tamil Nadu,Velachery,Apartment,1850,3,4,3,15,2,Unfurnished,East,152.3,8184.0
Chennai,Tamil Nadu,Porur,Apartment,2050,4,4,1,11,1,Semi-Furnished,North,119.41,5028.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,2600,5,5,1,16,10,Unfurnished,East,153.44,7061.0
Chennai,Tamil Nadu,Velachery,Villa,4750,4,4,2,5,0,Fully Furnished,East,374.78,6741.0
Chennai,Tamil Nadu,Adyar,Builder Floor,1750,3,4,2,13,15,Semi-Furnished,East,113.19,7284.0
Chennai,Tamil Nadu,OMR,Apartment,1250,2,3,1,1,0,Unfurnished,North,87.59,6960.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1700,3,3,1,17,0,Unfurnished,North-East,158.58,8611.0
Chennai,Tamil Nadu,Ambattur,Apartment,2650,5,6,1,9,2,Unfurnished,North-East,153.4,5634.0
Chennai,Tamil Nadu,Kolathur,Builder Floor,1850,3,3,0,4,1,Semi-Furnished,North,149.73,7264.0
Chennai,Tamil Nadu,Ambattur,Apartment,2650,5,5,1,8,0,Semi-Furnished,North-East,129.89,4453.0
Chennai,Tamil Nadu,Ambattur,Villa,3850,5,5,1,11,20,Fully Furnished,North-West,136.23,4112.0
Chennai,Tamil Nadu,Kolathur,Villa,2850,3,4,3,11,2,Semi-Furnished,East,222.67,7146.0
Chennai,Tamil Nadu,Tambaram,Apartment,1400,3,3,1,17,0,Semi-Furnished,West,124.41,7582.0
Chennai,Tamil Nadu,Porur,Apartment,1850,3,4,1,15,1,Fully Furnished,South,130.93,5576.0
Chennai,Tamil Nadu,Pallavaram,Apartment,2000,4,4,1,0,5,Semi-Furnished,North,154.0,7508.0
Chennai,Tamil Nadu,Chromepet,Independent House,4500,6,7,2,24,2,Unfurnished,East,313.3,6438.0
Chennai,Tamil Nadu,Tambaram,Independent House,2800,5,5,2,13,2,Unfurnished,West,215.83,7518.0
Chennai,Tamil Nadu,OMR,Apartment,1800,3,3,1,0,0,Unfurnished,South,100.52,5529.0
Chennai,Tamil Nadu,Porur,Villa,2350,4,5,1,0,1,Semi-Furnished,North,182.44,7547.0
Chennai,Tamil Nadu,Chromepet,Villa,2800,4,4,1,7,2,Unfurnished,West,212.59,7502.0
Chennai,Tamil Nadu,Anna Nagar,Builder Floor,1550,3,3,2,1,0,Unfurnished,West,81.92,5288.0
Chennai,Tamil Nadu,Chromepet,Independent House,3350,6,6,1,11,0,Semi-Furnished,North,203.65,5679.0
Chennai,Tamil Nadu,T Nagar,Villa,2350,4,4,1,22,2,Unfurnished,North-East,99.75,4016.0
Chennai,Tamil Nadu,Ambattur,Apartment,1450,3,3,1,21,20,Semi-Furnished,North,68.52,5883.0
Chennai,Tamil Nadu,Velachery,Independent House,4050,6,7,1,12,1,Unfurnished,North,238.25,5451.0
Chennai,Tamil Nadu,Pallavaram,Builder Floor,1600,3,3,1,0,0,Semi-Furnished,North,141.03,8540.0
Chennai,Tamil Nadu,Chromepet,Apartment,1750,3,3,1,1,15,Semi-Furnished,East,89.89,6691.0
Chennai,Tamil Nadu,Nungambakkam,Independent House,2450,4,4,2,7,10,Fully Furnished,East,225.67,8584.0
Chennai,Tamil Nadu,Anna Nagar,Independent House,2050,4,5,1,5,5,Unfurnished,North-East,77.93,4036.0
Chennai,Tamil Nadu,Ambattur,Apartment,1800,3,4,1,24,0,Unfurnished,North-West,98.69,5251.0
Chennai,Tamil Nadu,Adyar,Apartment,1900,3,3,1,22,15,Unfurnished,East,101.12,6480.0
Chennai,Tamil Nadu,Kolathur,Apartment,1750,3,3,1,23,15,Semi-Furnished,South,113.92,7360.0
Chennai,Tamil Nadu,Porur,Apartment,2200,4,4,2,21,1,Unfurnished,North-West,106.11,4731.0
Chennai,Tamil Nadu,Kolathur,Apartment,1650,3,3,1,24,0,Fully Furnished,North-West,157.39,7968.0
Chennai,Tamil Nadu,Porur,Independent House,1350,2,3,1,20,0,Unfurnished,North,75.04,5269.0
Chennai,Tamil Nadu,Nungambakkam,Villa,2550,3,3,2,6,0,Unfurnished,North-East,200.78,7785.0
Chennai,Tamil Nadu,Sholinganallur,Independent House,1700,3,3,1,14,20,Unfurnished,North,91.34,7633.0
Chennai,Tamil Nadu,Anna Nagar,Independent House,4500,6,6,3,13,1,Unfurnished,South,367.56,7688.0
Chennai,Tamil Nadu,Pallavaram,Builder Floor,2800,5,5,0,1,5,Fully Furnished,East,225.86,7515.0
Chennai,Tamil Nadu,Tambaram,Apartment,1400,3,3,1,4,0,Semi-Furnished,North-East,113.09,7597.0
Chennai,Tamil Nadu,Chromepet,Apartment,1800,3,3,2,12,2,Fully Furnished,North,159.42,7938.0
Chennai,Tamil Nadu,Chromepet,Apartment,2750,5,5,1,21,20,Semi-Furnished,West,182.21,8238.0
Chennai,Tamil Nadu,Pallavaram,Independent House,2850,5,5,1,12,10,Unfurnished,East,155.17,6430.0
Chennai,Tamil Nadu,Nungambakkam,Apartment,3500,6,6,2,6,5,Fully Furnished,West,270.04,7498.0
Chennai,Tamil Nadu,Pallavaram,Independent House,1900,3,4,2,10,15,Unfurnished,North-West,97.33,6452.0
Chennai,Tamil Nadu,T Nagar,Apartment,1650,3,3,2,0,2,Semi-Furnished,North-East,93.79,5846.0
Chennai,Tamil Nadu,Velachery,Apartment,2550,5,5,1,1,0,Unfurnished,North-West,159.05,6510.0
Chennai,Tamil Nadu,T Nagar,Villa,3500,4,5,3,2,10,Semi-Furnished,East,281.37,8053.0
Chennai,Tamil Nadu,Anna Nagar,Builder Floor,1650,3,3,3,5,0,Unfurnished,East,92.86,5374.0
Chennai,Tamil Nadu,Pallavaram,Apartment,1500,3,3,2,6,0,Unfurnished,North-East,142.78,10404.0
Chennai,Tamil Nadu,OMR,Apartment,2850,5,6,1,2,10,Unfurnished,South,150.89,6322.0
Chennai,Tamil Nadu,Anna Nagar,Builder Floor,2300,4,4,0,10,5,Semi-Furnished,West,130.38,5267.0
Chennai,Tamil Nadu,T Nagar,Apartment,2800,5,5,1,22,2,Unfurnished,East,213.81,7069.0
Kolkata,West Bengal,Dum Dum,Independent House,4500,6,6,3,4,5,Semi-Furnished,South,284.44,6542.0
Kolkata,West Bengal,Howrah,Apartment,1500,3,4,2,24,1,Semi-Furnished,South,141.21,7724.0
Kolkata,West Bengal,Rajarhat,Apartment,1600,3,3,1,3,1,Semi-Furnished,North-West,98.51,6235.0
Kolkata,West Bengal,Tollygunge,Villa,3800,3,3,2,23,2,Semi-Furnished,South,273.51,6179.0
Kolkata,West Bengal,Tollygunge,Villa,4000,4,4,2,9,0,Unfurnished,East,273.77,6399.0
Kolkata,West Bengal,Tollygunge,Apartment,2800,5,5,1,13,1,Unfurnished,East,144.21,4958.0
Kolkata,West Bengal,Rajarhat,Builder Floor,2500,5,5,1,11,0,Unfurnished,North-West,149.69,5683.0
Kolkata,West Bengal,Ballygunge,Apartment,2100,4,4,0,7,0,Semi-Furnished,North-East,123.15,5602.0
Kolkata,West Bengal,Rajarhat,Apartment,3300,6,7,1,15,10,Unfurnished,North-East,183.16,6301.0
Kolkata,West Bengal,Rajarhat,Studio,400,1,1,2,9,1,Fully Furnished,South,23.62,4781.0
Kolkata,West Bengal,Ballygunge,Apartment,3200,6,6,2,24,0,Fully Furnished,East,180.98,4588.0
Kolkata,West Bengal,Lake Town,Apartment,2250,4,4,3,6,2,Semi-Furnished,South,107.49,4895.0
Kolkata,West Bengal,Salt Lake,Apartment,3250,6,6,0,11,2,Unfurnished,North,104.3,3018.0
Kolkata,West Bengal,Howrah,Apartment,2450,4,4,1,17,5,Fully Furnished,North,113.94,3964.0
Kolkata,West Bengal,New Town,Apartment,2800,5,5,2,19,0,Unfurnished,West,144.93,5098.0
Kolkata,West Bengal,Gariahat,Villa,2800,4,5,0,13,10,Unfurnished,North-West,144.47,6054.0
Kolkata,West Bengal,Park Street,Studio,600,1,1,2,13,0,Semi-Furnished,North,51.1,7509.0
Kolkata,West Bengal,Gariahat,Independent House,2700,5,6,2,6,0,Unfurnished,North,145.63,5030.0
Kolkata,West Bengal,Salt Lake,Apartment,1300,2,3,2,19,10,Semi-Furnished,South,72.55,5527.0
Kolkata,West Bengal,Behala,Villa,2250,3,3,2,14,5,Unfurnished,South,90.13,4270.0
Kolkata,West Bengal,Tollygunge,Apartment,2000,4,5,2,12,0,Unfurnished,North-West,127.48,6223.0
Kolkata,West Bengal,Garia,Apartment,3500,6,6,1,3,1,Semi-Furnished,North,285.83,7643.0
Kolkata,West Bengal,Jadavpur,Apartment,1300,2,2,1,21,10,Semi-Furnished,North,55.5,4581.0
Kolkata,West Bengal,Garia,Builder Floor,2600,5,6,3,8,10,Unfurnished,East,114.46,4795.0
Kolkata,West Bengal,Gariahat,Apartment,2650,5,6,2,2,1,Semi-Furnished,East,121.84,4200.0
Kolkata,West Bengal,Rajarhat,Independent House,2900,5,6,0,9,10,Unfurnished,West,169.04,6432.0
Kolkata,West Bengal,Barasat,Apartment,3500,6,7,1,3,2,Fully Furnished,North,189.02,4633.0
Kolkata,West Bengal,Ballygunge,Apartment,1900,3,4,1,7,1,Fully Furnished,East,110.65,5133.0
Kolkata,West Bengal,Park Street,Villa,4450,3,3,1,22,0,Semi-Furnished,North,285.44,5218.0
Kolkata,West Bengal,Barasat,Apartment,2850,5,5,1,8,1,Semi-Furnished,East,177.9,5600.0
Kolkata,West Bengal,Howrah,Builder Floor,2050,4,4,1,2,0,Fully Furnished,East,124.47,5220.0
Kolkata,West Bengal,Salt Lake,Apartment,1950,4,4,1,18,20,Fully Furnished,West,75.99,4206.0
Kolkata,West Bengal,New Town,Apartment,1800,3,3,1,10,2,Semi-Furnished,East,92.58,5040.0
Kolkata,West Bengal,New Town,Apartment,1800,3,3,1,6,15,Unfurnished,North-East,87.13,6018.0
Kolkata,West Bengal,Tollygunge,Independent House,2350,4,5,3,13,10,Unfurnished,North-East,111.33,5656.0
